p_score,rel_atr,ema21_slope,bias_long,bias_short,momentum_vol_ratio,order_flow_imbalance,order_flow_pressure,order_flow_aggressor,news_sentiment,news_event_severity,realtime_confidence,volatility_ratio,volatility_regime_flag
73.93561088669688,0.001042487936781303,-0.00011454796112327007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73.22864926753486,0.0009600090812124005,-5.3347398982011e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72.38206513812159,0.0008612409327808527,9.837752502599158e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71.7003919568628,0.0007817123949673279,0.00014383292533961484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71.54542861053963,0.0007636333378962907,0.00019776545984031337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52.0,0.0007272657726078598,0.00019329128562975542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64.0127859771811,0.0008181583640044604,0.0004385053032618109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87.69479995410512,0.0019218434886104294,0.0018962474354687624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98.2174690777708,0.001892038059073259,0.0032201435788407036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82.70431893687677,0.0019488372093022907,0.002835739705079018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99.52497750840462,0.0020445807093138714,0.003040086227594146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90.0,0.002494600053089269,0.003497152077854038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9698340152396507,0.0,0.0
90.0,0.0026410430796996987,0.003546943996033162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90.0,0.0022938083695258713,0.003643935813933536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
