p_score,rel_atr,ema21_slope,bias_long,bias_short,momentum_vol_ratio,order_flow_imbalance,order_flow_pressure,order_flow_aggressor,news_sentiment,news_event_severity,realtime_confidence,volatility_ratio,volatility_regime_flag
73.93561088669688,0.001042487936781303,-0.00011454796112327007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73.22864926753486,0.0009600090812124005,-5.3347398982011e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72.38206513812159,0.0008612409327808527,9.837752502599158e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71.7003919568628,0.0007817123949673279,0.00014383292533961484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71.54542861053963,0.0007636333378962907,0.00019776545984031337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52.0,0.0007272657726078598,0.00019329128562975542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64.0127859771811,0.0008181583640044604,0.0004385053032618109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87.69479995410512,0.0019218434886104294,0.0018962474354687624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98.2174690777708,0.001892038059073259,0.0032201435788407036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82.70431893687677,0.0019488372093022907,0.002835739705079018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99.52497750840462,0.0020445807093138714,0.003040086227594146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90.0,0.002494600053089269,0.003497152077854038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9698340152396507,0.0,0.0
90.0,0.0026410430796996987,0.003546943996033162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90.0,0.0022938083695258713,0.003643935813933536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88.06814572196552,0.001874617000895978,0.0036574071917254295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9439900588214954,0.0,0.0
85.08831717951894,0.0015269703376105434,0.0037751012730287857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69.21553955943017,0.0015418129486001872,0.0038468470054936273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989649858780838,0.0,0.0
84.30721546938545,0.0014358418047616356,0.00381680033050065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68.07317246629431,0.0014085367877343367,0.004563072872252877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65.11075780369123,0.0010629217437639765,0.004477187098581975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64.12675197431903,0.0009481210636705533,0.00453764303529521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879714593557328,0.0,0.0
80.57591582184853,0.0010005235125489951,0.004585521919194106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8475933857716129,0.0,0.0
66.23053097669992,0.0011935619472816575,0.004373513227632012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82.79967802552403,0.0012599624363111368,0.00450780665711163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82.07145372540204,0.0011750029346302374,0.004539028825026627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99.45716208886563,0.0011033355770343235,0.004124006148939927,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778073480954823,0.0,0.0
0.0,0.0008827676681186131,0.004481126776704869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0008232779592004962,0.0044553759886693245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9793664736414905,0.0,0.0
0.0,0.0008117235891645911,0.0045293646210913825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0008139361284735198,0.004554648824051075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.000815040226389533,0.004610695329128188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0012417825609402021,0.004755014929320108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0017705133622693818,0.004951042553278721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7435610817147477,0.0,0.0
0.0,0.002305119267286712,0.004782383391089237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963360548159837,0.0,0.0
0.0,0.002345257634963871,0.004895552613881457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0019980431603483415,0.004898899781256964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7066813756580241,0.0,0.0
0.0,0.0015039387858570364,0.00433632969546825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0011868884809005387,0.004489580033060023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0011265190169632748,0.004452754380644225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
